"","closeness_zeros","closeness_min","closeness_max","closeness_mean","closeness_sd","betweenness_zeros","betweenness_min","betweenness_max","betweenness_mean","betweenness_sd","edge_betweenness_zeros","edge_betweenness_min","edge_betweenness_max","edge_betweenness_mean","edge_betweenness_sd","page.rank_zeros","page.rank_min","page.rank_max","page.rank_mean","page.rank_sd","eigen_centrality_zeros","eigen_centrality_min","eigen_centrality_max","eigen_centrality_mean","eigen_centrality_sd","authority_score_zeros","authority_score_min","authority_score_max","authority_score_mean","authority_score_sd","strength_zeros","strength_min","strength_max","strength_mean","strength_sd","coreness_score_zeros","coreness_score_min","coreness_score_max","coreness_score_mean","coreness_score_sd","Eweights_zeros","Eweights_min","Eweights_max","Eweights_mean","Eweights_sd","score","id","label"
"1",0,1.04025250909517,1.06909698091998,1.05058625280458,0.0160669908257516,3,0,0,0,0,0,1,1,1,0,0,0.328128856611783,0.336247698983641,0.333333333333333,0.00451800364140439,0,0.981769678083439,1,0.993472690594747,0.0101576122330445,0,0.981769678083438,1,0.993472690594747,0.0101576122330447,0,0.935368837296203,0.961305059355075,0.951996667480571,0.0144344219333756,0,2,2,2,0,0,0.466689941865782,0.492626163924654,0.475998333740286,0.0144344219333756,1,"P_1","TRAIN"
"2",0,1.03932735577274,1.05180700232302,1.04396396959059,0.00682980498965877,3,0,0,0,0,0,1,1,1,0,0,0.3311018514125,0.334655067390211,0.333333333333333,0.00194346773269923,0,0.992046097747496,1,0.997045925228273,0.00435373039708926,0,0.992046097747495,1,0.997045925228273,0.0043537303970895,0,0.950744763812567,0.962160761424872,0.957914699466763,0.00624443979985694,0,2,2,2,0,0,0.474711287775272,0.486127285387577,0.478957349733381,0.00624443979985695,0,"P_2","TRAIN"
"3",0,1.05112315004107,1.09009622297803,1.07451500077264,0.020627155451438,3,0,0,0,0,0,1,1,1,0,0,0.328996241204929,0.339902269701738,0.333333333333333,0.00578543091973455,0,0.976224440504897,1,0.98574511029475,0.0125749328420393,0,0.976224440504896,1,0.98574511029475,0.0125749328420396,0,0.917350210853963,0.951363310722367,0.930883293159951,0.0180393368158939,0,2,2,2,0,0,0.444961629017559,0.478974728885963,0.465441646579975,0.0180393368158939,0,"P_3","TRAIN"
"4",0,1.05571372902383,1.06416930869192,1.06098446665797,0.00459754578248032,3,0,0,0,0,0,1,1,1,0,0,0.332436902511787,0.334818971974641,0.333333333333333,0.00129573844683861,0,0.99470797943877,1,0.99670177922471,0.00287706551771265,0,0.99470797943877,1,0.99670177922471,0.00287706551771281,0,0.939700094554692,0.947226480539052,0.942532694121425,0.0040938531809099,0,2,2,2,0,0,0.466572560643086,0.474098946627446,0.471266347060713,0.00409385318090993,0,"P_4","TRAIN"
"5",0,1.03690298061562,1.07040912643232,1.04915761856295,0.0184762875916121,3,0,0,0,0,0,1,1,1,0,0,0.327358476069433,0.336794233944558,0.333333333333333,0.00519599511240586,0,0.978815327701358,1,0.992258433567796,0.0116866697155483,0,0.978815327701358,1,0.992258433567797,0.0116866697155483,0,0.934222228964926,0.964410382354468,0.953340824890463,0.0166259260308728,0,2,2,2,0,0,0.465600854981227,0.495789008370769,0.476670412445232,0.0166259260308728,0,"P_5","TRAIN"
"6",0,1.0053647089139,1.04428110901431,1.02847582361968,0.0204610093992612,3,0,0,0,0,0,1,1,1,0,0,0.328740121821643,0.340115846501152,0.333333333333333,0.00599554495455977,0,0.975206421628047,1,0.985293778801672,0.0130261587116299,0,0.975206421628047,1,0.985293778801672,0.0130261587116299,0,0.9575965622359,0.99466391761484,0.972571641336444,0.0195317198538295,0,2,2,2,0,0,0.464193544389826,0.501260899768766,0.486285820668222,0.0195317198538295,0,"P_6","TRAIN"
"7",0,1.01390857629949,1.04960843009973,1.03481532713378,0.0186186038153538,3,0,0,0,0,0,1,1,1,0,0,0.329065454039915,0.339423111530733,0.333333333333333,0.00541384834350912,0,0.977352079447076,1,0.986752801314314,0.0118037542451133,0,0.977352079447076,1,0.986752801314314,0.0118037542451133,0,0.9527362503224,0.986282218511009,0.966566269092089,0.0175304343965988,0,2,2,2,0,0,0.463567185127125,0.497113153315734,0.483283134546045,0.0175304343965988,0,"P_7","TRAIN"
"8",0,1.04644149589926,1.07579460417457,1.06175648745821,0.0147181537014067,3,0,0,0,0,0,1,1,1,0,0,0.329405138877985,0.337661983240452,0.333333333333333,0.00414296308614246,0,0.981752904723711,1,0.990493352240921,0.00914764552294604,0,0.981752904723711,1,0.990493352240922,0.00914764552294591,0,0.929545469106784,0.95561959643109,0.941956437945647,0.0130820874906982,0,2,2,2,0,0,0.45731506048738,0.483389187811686,0.470978218972823,0.0130820874906982,0,"P_8","TRAIN"
"9",0,1.06966739871369,1.09122833562333,1.08022852948113,0.0107871602921558,3,0,0,0,0,0,1,1,1,0,0,0.330308485928351,0.336258920905795,0.333333333333333,0.00297645905245857,0,0.986778227916007,1,0.993530920067123,0.00661544716387446,0,0.986778227916006,1,0.993530920067122,0.00661544716387485,0,0.91639849090684,0.934870036426775,0.925791551518517,0.00923978987199621,0,2,2,2,0,0,0.453817290851,0.472288836370935,0.462895775759258,0.00923978987199621,0,"P_9","TRAIN"
"10",0,1.0226610033082,1.04464636852297,1.03130835887007,0.0117192468938021,3,0,0,0,0,0,1,1,1,0,0,0.329502652791369,0.335829004602591,0.333333333333333,0.00336784339429532,0,0.985846140253306,1,0.994437897777293,0.00754765161263454,0,0.985846140253306,1,0.994437897777293,0.00754765161263445,0,0.957261739600844,0.977841138720563,0.96972510200261,0.0109568402143605,0,2,2,2,0,0,0.476746514283352,0.497325913403071,0.484862551001305,0.0109568402143605,0,"P_10","TRAIN"
"11",0,1.04313038102214,1.06876190662606,1.05497658686593,0.012925320045614,3,0,0,0,0,0,1,1,1,0,0,0.329459235120295,0.33669107936661,0.333333333333333,0.00364346778233273,0,0.983913814063029,1,0.992575685270924,0.0081141853582726,0,0.983913814063029,1,0.992575685270924,0.00811418535827246,0,0.935662090686658,0.958652933701467,0.947982948749713,0.0115839868851407,0,2,2,2,0,0,0.463321489423103,0.486312332437912,0.473991474374857,0.0115839868851407,1,"P_11","TRAIN"
"12",0,1.01559321658303,1.04435994813597,1.03401720447019,0.0159956585417415,3,0,0,0,0,0,1,1,1,0,0,0.330330234034389,0.338700022640753,0.333333333333333,0.00465867562993301,0,0.981719047128367,1,0.98829585468811,0.0101619635795533,0,0.981719047128367,1,0.988295854688109,0.0101619635795534,0,0.957524272914574,0.98464619856807,0.967257568682178,0.015094794405205,0,2,2,2,0,0,0.466240154455197,0.493362080108693,0.483628784341089,0.015094794405205,0,"P_12","TRAIN"
"13",0,1.01733202994414,1.04912706527309,1.03601813977522,0.0166150475987091,3,0,0,0,0,0,1,1,1,0,0,0.329555436554485,0.338763914804915,0.333333333333333,0.00482157058875615,0,0.979820243063509,1,0.988152711092407,0.0105390285065061,0,0.979820243063509,1,0.988152711092407,0.0105390285065062,0,0.953173388715974,0.98296325149117,0.965400798004073,0.0155950634335098,0,2,2,2,0,0,0.46513794551494,0.494927808290136,0.482700399002037,0.0155950634335098,0,"P_13","TRAIN"
