"","X1","X2","X3","score","label","id"
"1",0.408477277536201,-0.668699664862095,-0.295215727190228,"1","TRAIN","P_1"
"2",0.488362736194482,0.376176882777221,0.541825734300143,"1","TRAIN","P_2"
"3",0.343805830938783,-0.0656092609342775,0.44760943177803,"0","TRAIN","P_3"
"4",-0.679387829880846,0.637560660528494,-0.105956074889042,"1","TRAIN","P_4"
"5",0.0331545779638101,-0.456278673564791,0.382196978414514,"0","TRAIN","P_5"
"6",-0.14369846676653,-0.107641198945351,-0.939760032209945,"1","TRAIN","P_6"
"7",-0.252039938675387,-0.776461758273262,0.49539291136789,"1","TRAIN","P_7"
"8",-0.273058165311516,0.162595919769838,0.66709743981431,"0","TRAIN","P_8"
"9",0.0546791001285504,-0.64831407883834,0.424725020951617,"1","TRAIN","P_9"
"10",0.517731381663556,-0.0717290039453042,-0.630621836288944,"1","TRAIN","P_10"
"11",0.12385681338307,0.805666366173538,0.531104176253879,"1","TRAIN","P_11"
"12",0.474037931382882,-0.685419312912312,-0.230422589547154,"1","TRAIN","P_12"
"13",-0.54540981168246,-0.256348393063143,0.211010732159109,"0","TRAIN","P_13"
"14",-0.0523697564807641,-0.675149521387469,0.724725624286808,"1","TRAIN","P_14"
"15",-0.0260317484710155,0.792466838006473,-0.487708449091249,"1","TRAIN","P_15"
"16",-0.765898719258337,0.0892239535735875,-0.0295429037385973,"1","TRAIN","P_16"
"17",0.792692851055401,0.275486989041171,0.44652609142156,"1","TRAIN","P_17"
"18",0.0251811565374125,-0.325659341072579,-0.244209882029123,"0","TRAIN","P_18"
"19",-0.703628278604863,-0.196467639656291,0.234769485543113,"1","TRAIN","P_19"
"20",0.0889023325479537,0.17393575528248,0.642669625837057,"0","TRAIN","P_20"
"21",-0.261633116807002,-0.281402500315287,0.642134411342774,"0","TRAIN","P_21"
"22",-0.441929304700875,-0.361144295696314,-0.103184813180353,"0","TRAIN","P_22"
"23",-0.157027691975217,0.537977585325136,-0.197604097279429,"0","TRAIN","P_23"
"24",0.783602070393365,0.123944625051593,-0.325900142607509,"1","TRAIN","P_24"
"25",-0.513386064527449,0.543987675690647,-0.264852207111524,"1","TRAIN","P_25"
"26",0.685586194518692,-0.264467504713727,0.478368026572196,"1","TRAIN","P_26"
"27",0.0330446745549938,0.0470648090588244,-0.00466368453327197,"0","TRAIN","P_27"
"28",-0.084755607014682,0.483130827513402,-0.156846268560632,"0","TRAIN","P_28"
"29",0.423301411221124,0.205723431419558,-0.460097362040098,"0","TRAIN","P_29"
"30",-0.399991152001688,-0.57694154346865,-0.294051269348809,"1","TRAIN","P_30"
"31",-0.108993434291471,0.369805351276442,0.72508320248645,"1","TRAIN","P_31"
"32",0.567493962114723,-0.20405653298547,-0.355456533737491,"0","TRAIN","P_32"
"33",0.262561745462812,-0.285480045958422,-0.29228204371527,"0","TRAIN","P_33"
"34",0.741112898634048,0.0710278040022615,0.584476671260885,"1","TRAIN","P_34"
"35",-0.296349246380083,0.853094252293069,-0.293566132977253,"1","TRAIN","P_35"
"36",0.0360368423731328,-0.848664872760368,0.0974097403722492,"1","TRAIN","P_36"
"37",-0.489162132288653,-0.361965835497029,0.48105838746489,"1","TRAIN","P_37"
"38",0.752929797336502,0.0903094828720218,-0.534748728873609,"1","TRAIN","P_38"
"39",-0.351508617947478,-0.381146763585911,0.738077951453835,"1","TRAIN","P_39"
"40",-0.5800710019905,0.363225514077925,0.716457820122711,"1","TRAIN","P_40"
"41",-0.82796665978285,-0.201159585738563,0.415611375460435,"1","TRAIN","P_41"
"42",0.294096820561463,0.765175781242542,-0.348024702612841,"1","TRAIN","P_42"
"43",-0.165979912844767,-0.373344221830056,0.315833470272099,"0","TRAIN","P_43"
"44",0.0819640605288393,0.483519157735742,0.143067483508441,"0","TRAIN","P_44"
"45",-0.28614160203345,-0.433745034123528,-0.143774582434069,"0","TRAIN","P_45"
"46",-0.286614996184975,0.680890168762204,0.473678643146676,"1","TRAIN","P_46"
"47",0.598313571360637,0.0102283410040052,-0.43112127948282,"0","TRAIN","P_47"
"48",0.333014379579706,-0.159120717105337,0.910795109540336,"1","TRAIN","P_48"
"49",-0.461310516979706,-0.187575593381397,-0.200178992824158,"0","TRAIN","P_49"
"50",-0.373165616569186,0.511666121156791,0.0198690284357454,"0","TRAIN","P_50"
"51",0.303818447201516,-0.00157681955132127,-0.3083876663061,"0","TRAIN","P_51"
"52",-0.554559948463107,-0.173581362146873,-0.11056479741211,"0","TRAIN","P_52"
"53",0.157068214107413,-0.287460804680261,0.60502308100975,"0","TRAIN","P_53"
"54",-0.680819633202271,0.036228243190155,0.00747435411293591,"0","TRAIN","P_54"
"55",0.115035128578839,0.555342924969248,0.426592900802945,"0","TRAIN","P_55"
"56",0.349419564971116,-0.498791874570019,-0.150793256111094,"0","TRAIN","P_56"
"57",0.178852512279566,-0.951967900853951,-0.17805038972824,"1","TRAIN","P_57"
"58",-0.582241490740432,0.5961785916099,0.545698681439164,"1","TRAIN","P_58"
"59",-0.0835788456437485,-0.594178583394308,-0.0968377488521592,"0","TRAIN","P_59"
"60",0.365269362042499,0.321316400328576,0.605555447625072,"1","TRAIN","P_60"
"61",-0.00974886800269154,-0.805917288755572,0.0628624849138745,"1","TRAIN","P_61"
"62",0.34364827635278,0.100371295377558,0.572269574159422,"0","TRAIN","P_62"
